gene_id	colors
PLIN3	turquoise
RILPL1	blue
SFI1	brown
TOMM22	turquoise
HNRNPAB	yellow
SGMS2	midnightblue
ANG	grey
DDX5 /// MIR3064 /// MIR5047	turquoise
XCL1	brown
INTS12	midnightblue
TP53	turquoise
GNL3L	red
C10orf32	turquoise
NFKBIA	blue
ERI1	turquoise
TLR5	blue
JUP	grey60
CD151	grey
ZNF43	grey
RAB11A	turquoise
ALDH3B1	brown
SP110	blue
POLA1	turquoise
WDFY1	yellow
KLB	magenta
KGFLP2	blue
ALDH16A1	brown
CCR9	brown
GOT1	turquoise
ZNF286A /// ZNF286B	blue
RNF24	blue
DDX5	turquoise
SLC2A9	brown
TGFBR2	blue
TYMS	turquoise
MTA2	tan
LOC101928230	brown
FAM35A	brown
CD248	blue
SCARNA15	lightcyan
CACNA2D4	black
C8orf82	black
KDM1A	turquoise
LOC100289098	grey
SH3GL1	brown
MRPS30	turquoise
GLIS1	pink
LMO2	blue
KIF2A	turquoise
DRD5	pink
RP11-214K3.19	pink
GRN	yellow
UBFD1	yellow
ARMCX5-GPRASP2 /// GPRASP2	blue
N4BP2L2	lightcyan
RNF146	blue
TCEA3	yellow
ST3GAL4-AS1	blue
CANT1	yellow
LOC101927268 /// LOC102724851	red
LOC101926967	yellow
RNASEH1	turquoise
RP11-843B15.2	pink
PPM1B	turquoise
GPR64	grey
PLRG1	turquoise
TEX30	blue
SIRPAP1 /// SIRPAP1	black
DNAJC3	grey
RP5-935K16.1	turquoise
LRRN3	brown
CALD1	blue
PHLDA2	green
HIAT1	blue
MORC3	turquoise
MAPRE1	turquoise
LRRCC1	yellow
ACAD9	turquoise
C10orf2	turquoise
DHDDS	yellow
FAM162A	yellow
STT3B	turquoise
SLC18B1	turquoise
COL14A1	blue
ENDOG	magenta
APPL1	midnightblue
PROC	tan
CLDN7	yellow
BC022047	brown
DNAJC25 /// DNAJC25-GNG10	turquoise
LINC00520	pink
TMEM125	black
NFYB	turquoise
ZNF700	lightcyan
TUBB4A	pink
FRG1 /// LOC100289097 /// LOC101930278 /// LOC101930531	turquoise
ZNF670	grey
SF3A2	black
C11orf54	brown
LINC00330	black
LOC101928963	brown
APBB1IP	purple
OSCP1	green
LGALS3BP	black
RNPC3	lightcyan
BIRC7	tan
HOXB2	blue
CLSTN1	yellow
EIF5B	turquoise
NOP2	green
POGLUT1	turquoise
SOCS1	turquoise
MANSC1	turquoise
DTD2	turquoise
FLJ45482	magenta
AHSA1	turquoise
COQ3	turquoise
DLG3	turquoise
JUND	grey60
FUNDC1	turquoise
MED25 /// MIR6800	grey
TRAF1	blue
MAL	purple
LINC00623	grey
RNF149	blue
UGT8	magenta
MAD2L2	blue
SCO1	turquoise
FOXO1	yellow
RAP1GAP	pink
CHST7	blue
ZNF667-AS1	blue
STOML2	turquoise
COL6A1	blue
RLF	grey
LIF	green
CAPN5	grey60
C1orf198	blue
DUSP12	turquoise
GCSAM	blue
ALDH3A2	brown
SNORA21	red
COPS3	turquoise
RP11-465B22.8	black
NKIRAS1	blue
TRIP10	grey
XPOT	turquoise
CANX	turquoise
SORT1	tan
POTEKP	turquoise
CTSA	black
LINC01315	yellow
MED6	turquoise
PDZD7	brown
SLC22A12	pink
LOC101929243	magenta
RP11-33O4.1	red
AGAP11	black
RPE	turquoise
CD1A	pink
RFK	greenyellow
SMIM20	brown
FAM76B	turquoise
FGD3	purple
PTTG1	turquoise
IL17C	black
EMC2	turquoise
CDKN2B-AS1	black
RP11-473I1.9	green
MYH14	black
SMIM15	turquoise
TOMM40L	brown
PRF1	grey
POLR2E	turquoise
DQ570835	grey
CTC-510F12.4	blue
SPAG5-AS1	black
SURF4	brown
ANXA6	blue
TEX40	pink
CLIC1	turquoise
FHIT	magenta
STARD10	yellow
OAZ2	blue
RP11-700J17.2	brown
HCST	blue
WDR92	yellow
ATP2C1	green
RPL36	turquoise
CCDC71L	blue
MANEAL	turquoise
MASTL	turquoise
WDR43	turquoise
PIP5K1A	turquoise
SELT	turquoise
CKAP5	turquoise
ANO7	magenta
OCIAD2	brown
PSMA7	turquoise
DUSP8 /// LOC101927562	black
CDC25A	turquoise
NAT1	greenyellow
HACE1	grey
OTUD3	grey
ITPRIP	blue
DYRK2	greenyellow
B3GNT5	turquoise
TMEM263	turquoise
TMEM69	turquoise
COX17 /// POPDC2	turquoise
FAM83B	turquoise
GPR153	black
H3F3A /// H3F3B /// MIR4738	green
MSH6	turquoise
RBM3	turquoise
HAUS3	turquoise
MAX	midnightblue
RSL24D1	turquoise
LOC642236	grey
ASB7	turquoise
GPR52	pink
MYCBP2	purple
MINPP1	greenyellow
EPC2	turquoise
PLA2G4C	brown
CPT2	magenta
CYP2B7P	magenta
MCM10	turquoise
HMGN5	magenta
CTBS	midnightblue
CDCA7	red
PRRG4	grey
TNNI3K	turquoise
GSTZ1	turquoise
EXT1	brown
KLKB1	brown
TMEM251	turquoise
SLC6A9	black
ABCG1	yellow
MS4A15	brown
LINC01000	red
HSP90B1 /// MIR3652	turquoise
SOX18	blue
LBR	turquoise
DAAM2	blue
ARPC5L	turquoise
RAB28	turquoise
OR51E1	blue
APOBEC2	brown
NXT2	midnightblue
AC006026.13	yellow
AGR2	turquoise
TTTY15	grey
BHLHE41	yellow
MGME1	turquoise
C6orf57	turquoise
LGSN	yellow
TPD52	turquoise
LOC91548	red
CENPM	turquoise
APAF1	turquoise
TULP4	brown
MESDC1	green
ZDHHC2	yellow
ASF1B	turquoise
AKR1A1	brown
NAA38	yellow
C1orf122	blue
ALDH1A3	brown
CEACAM8	yellow
GLMN	turquoise
FAM117A	purple
PCDH18	blue
ARL5A /// LOC101929356	brown
C6orf48	blue
GTSE1 /// TRMU	turquoise
KRBOX4	turquoise
NAGPA	black
FABP1	magenta
GIMAP1	purple
BAIAP2L2	brown
E2F6	blue
IPO4	turquoise
ERICH5	grey
DIRAS3	blue
RNASEL	yellow
FANCI	turquoise
RNF139	yellow
NOB1	turquoise
ARMC5	tan
ZAP70	purple
FBXL7	blue
NRGN	blue
TMEM261	yellow
RAB5C	grey60
SSC5D	tan
NXPE3	salmon
ZNF329	blue
TRG-AS1	blue
GJC1	blue
LIMS1 /// LIMS3L	blue
PSRC1	turquoise
SGCB	turquoise
DDX3X	turquoise
SH3RF1	yellow
TUBG1	turquoise
RBM28	turquoise
CBWD1 /// CBWD2 /// CBWD3 /// CBWD5 /// CBWD6 /// CBWD7 /// LOC101060578	turquoise
EIF4E	turquoise
BAG2	blue
ABHD17B	turquoise
AP3S1	brown
HYMAI	yellow
ATP6V1E1	yellow
LOC101060691	grey
MMP28	grey
CREB3L4	turquoise
HNRNPA3	turquoise
HEATR5A	turquoise
SAPCD1-AS1 /// SAPCD1-AS1 /// XXbac-BPG32J3.18	black
GTF2B	turquoise
RASAL3	blue
BC069776	lightcyan
CCRN4L	green
TMEM186	turquoise
ARF4	turquoise
SNRPD2	turquoise
LOC101929897	pink
RBX1	turquoise
GLTP	yellow
BOLA3	turquoise
ADAM8	blue
CX3CL1	blue
KLHL42	blue
LIMCH1	grey
RSL1D1	turquoise
MOSPD1	turquoise
ARHGEF9	turquoise
EMC7	turquoise
PGM2	turquoise
CAMSAP3	black
LOC102724165	pink
NUP155	turquoise
ELMO3	black
RP11-90P13.1	turquoise
SLC35A1	yellow
TAPBP	tan
MICAL2	yellow
FAM149A	grey
ZBED6	red
MSANTD3-TMEFF1 /// TMEFF1	blue
KLHL21	blue
DENND4B	purple
MGAT2	turquoise
DTX3L	turquoise
PHAX	turquoise
PITPNB	green
FCF1 /// MAPK1IP1L	turquoise
ASCC1	green
C20orf24 /// TGIF2-C20orf24	green
GTF2H3	turquoise
AX747730	red
HLA-DPB2	pink
WDR18	turquoise
ZNF259P1 /// ZPR1	turquoise
MTF1	yellow
ZNF195	grey
ATP5G1	turquoise
ADCY7	purple
FOSL2	turquoise
COG7	turquoise
LOC284454 /// MIR23A /// MIR24-2	green
LINC00511 /// LINC00673	yellow
PM20D2	turquoise
CPSF3	turquoise
RTCB	brown
FUT4	turquoise
KMT2E	turquoise
CETN2	turquoise
GPRIN2	black
ASTE1	brown
LRRC28	brown
FAM86B1 /// FAM86B2 /// FAM86C1 /// FAM86DP /// FAM86FP	pink
ARHGAP11B /// LOC100288637	turquoise
C1orf194	pink
ALPPL2	brown
PPARGC1B	magenta
SH3BGRL2	magenta
IL15RA	cyan
CCDC112	yellow
NREP	blue
SOX9	grey
AHSA2	grey
MICU2	turquoise
BOD1	turquoise
LOC100862671 /// SRCAP	yellow
FARSA	turquoise
PRELID1	turquoise
PRB1	pink
PLEKHG4	red
VEGFA	grey
MRPL51 /// SPTLC1	turquoise
NCBP2-AS2	turquoise
GATA6	brown
TYW3	turquoise
RNF123	brown
MAK16	turquoise
B4GALNT3	yellow
RTEL1 /// RTEL1-TNFRSF6B	green
HIST1H4J	yellow
SRSF10	turquoise
DENND3	blue
PACSIN2	turquoise
PRPF3	turquoise
NEIL2	turquoise
CENPBD1P1 /// RPL23AP7	turquoise
SUSD1	yellow
DIO2	blue
ZNF426	grey
BARX2	pink
DES /// SUPT20H	grey
PDLIM4	blue
FKBP1A /// LOC101929368	yellow
U2AF1L4	grey
NPEPPS	turquoise
PI4K2B /// SEPSECS-AS1	midnightblue
C16orf87	brown
LRRC25	blue
RP3-406P24.1	turquoise
PODNL1	red
RPS24	turquoise
KIAA1161	magenta
RP11-263K19.4	black
BSCL2 /// HNRNPUL2-BSCL2	yellow
RGS8 /// SDHAP3	red
RHOG	blue
ZBED9	yellow
TSPO2	black
ANKS1A	turquoise
NBPF10 /// NBPF14 /// NBPF26	blue
C7orf55	turquoise
ALG1	turquoise
LOC157860	turquoise
SPDYE2	red
BRIX1	turquoise
KLHL34	brown
C12orf4	turquoise
TEK	blue
TESC	brown
TCF7	pink
SLC25A10	grey
BBS2	grey
BLVRA	blue
KIF16B	turquoise
LINC00174	pink
FDFT1	yellow
LINC00116	turquoise
CLSTN3	tan
FAM175A	turquoise
ZNF418	pink
IL20RA	yellow
RAB11FIP3	brown
C2orf16	pink
LDOC1	blue
MMP14	blue
KITLG	yellow
ACTN1	blue
DHFR	midnightblue
C1GALT1	brown
LOC202181	brown
LOC728613 /// PDCD6	brown
CSTB	yellow
ZNF587	red
ITGA3	black
DOK4	grey60
FAM118B	yellow
RNPEP	brown
LOC284933	pink
DKFZP586I1420	lightcyan
SPCS3	turquoise
LOC730102	grey
RP11-338N10.1	pink
FAM168A	brown
NUDT1	turquoise
MAP3K7	turquoise
RABGGTB /// SNORD45A /// SNORD45B /// SNORD45C	turquoise
ZNF213	black
MAN2A1	brown
TRIT1	turquoise
DSTNP2	turquoise
GMPR	green
PJA1	turquoise
LOC145837	yellow
XRCC4	grey
CD99P1	brown
ITGA7	brown
CCL13	brown
ETF1	turquoise
KIAA1522	black
RP11-846E15.2	red
JHDM1D-AS1	yellow
APRT	turquoise
SESN2	magenta
TIGIT	purple
AK096803 /// RP11-395B7.2	tan
AX748339	red
NUDT13	lightcyan
BAIAP2-AS1	yellow
RPS6KA1	black
MAP3K5	blue
VAT1	black
MRPL3	turquoise
R3HDM4	green
ST6GALNAC4	green
UTP15	turquoise
IRX2	grey
LRCH2	blue
LSM10	blue
LOC100289097 /// LOC283788	brown
HYAL2	blue
WT1-AS	pink
MIR1304 /// SNORA1 /// SNORA18 /// SNORA32 /// SNORA40 /// SNORA8 /// SNORD5 /// TAF1D	turquoise
LOC100996782 /// MED18	red
WNT10B	tan
KIF26A	blue
FAM46A	yellow
KIF13B	yellow
NANS	yellow
TRMT10C	turquoise
BEGAIN	brown
AIDA	blue
PKM	green
CATSPER2 /// LOC101930343 /// STRC	brown
HNF4A-AS1	brown
MRPS10	turquoise
L3HYPDH	blue
LCOR	greenyellow
MLH1	turquoise
SHISA7	black
SLC10A3	yellow
FAM98C	black
MTCH2	magenta
LOC101930075 /// NPIPA1 /// NPIPA2 /// NPIPA3 /// NPIPA5 /// NPIPA7 /// NPIPA8 /// PKD1P1	red
GNPNAT1	green
MYL6B	blue
LOC101928173	blue
RRP7A	turquoise
IARS2	yellow
DDX18	turquoise
KIAA0040	blue
SASS6	turquoise
MRPS33	turquoise
EPB41L4A	yellow
C9orf172	tan
TMEM209	greenyellow
CYB5B	turquoise
CRABP2	blue
MARCKS	yellow
LOC100996756	magenta
RP11-53O19.3	turquoise
DQ597730 /// LRRC37A2	grey
KIAA0101	turquoise
TBCK	turquoise
RP11-50B3.4	red
ICT1	turquoise
PRPF4B	turquoise
NIT1	brown
AFAP1	yellow
PEX13	turquoise
DBIL5P2	pink
IMP4	turquoise
SLC52A3	brown
DHFRL1	brown
ADO	turquoise
SH3BGRL	brown
COQ7	turquoise
CBLL1	turquoise
FKBP10	blue
DCTN6	turquoise
RHBDF1	green
TIAM1	green
CEP83	turquoise
SYNCRIP	turquoise
CENPB	grey
NAA20	turquoise
B3GNT3	yellow
YWHAZ	turquoise
RP11-432J9.6	tan
AHNAK2	blue
SSR1	turquoise
ZNF124	red
LATS2	green
PPIP5K1	brown
PKN1	blue
POTEM	red
FBLIM1	grey60
XRN1	cyan
ATXN7L1	brown
PLS1	magenta
NOP58	turquoise
CDC42-IT1	red
IFNAR2	blue
NUP107	turquoise
GJA4	blue
TMEM17	red
RP4-635E18.8	grey
IL17A	blue
FKTN	yellow
KIAA1598	greenyellow
AK6	turquoise
DECR2	brown
ZNF665	red
CHAC2	turquoise
AMMECR1	turquoise
MOB3A	blue
LIMK2	yellow
ZNF721	red
GRTP1	magenta
ENOPH1	turquoise
AK6 /// TAF9	turquoise
MYPOP	black
LYRM4	turquoise
HOTTIP	yellow
GJB1	black
LTB	purple
LOC100996696 /// PABPC4	salmon
TNMD	magenta
FAM115A	turquoise
JUN	grey
COL13A1	blue
BEND7	brown
PSTPIP1	blue
CRTAM	grey
FAT1	brown
ANXA2P2	green
NBPF10 /// NBPF11 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF20 /// NBPF8 /// NBPF9	blue
TIMM23B	turquoise
PRR5	brown
TEN1 /// TEN1-CDK3	magenta
HCCS	turquoise
LYSMD1	pink
HMGN1	turquoise
ARL6IP1	midnightblue
PASK	purple
AKAP12	blue
PRRT3-AS1	yellow
FKBP1A-SDCBP2 /// SDCBP2	greenyellow
PTBP3	turquoise
HRAS	turquoise
ISCA1	midnightblue
FAM214A	turquoise
CMTM8	magenta
LOC647070	red
SPTLC1	turquoise
ACLY	midnightblue
MINOS1-NBL1 /// NBL1	black
CEP57	turquoise
AK022793 /// BC043213 /// CTB-175P5.4	turquoise
AAMDC	brown
SPIRE1	blue
AC004941.5	turquoise
FTH1	yellow
PCYT1A	brown
OVGP1	pink
CHIC2	turquoise
GCSH /// LOC101060817	turquoise
CDC45	turquoise
TMEM19	brown
SCP2	brown
LOC202025	grey
AC009237.8 /// AK055967	red
GRB7	black
BC038731 /// CTD-2284J15.1	greenyellow
POM121L8P	pink
ENSA	turquoise
TMEM2	turquoise
RTKN	black
EID2	turquoise
ADSS	turquoise
SEC22B	grey
HIST1H2BK	yellow
LOC101928054	red
LINC00926	purple
METTL21A	yellow
PRR11	red
BOLA2 /// BOLA2B	yellow
ZCCHC10	turquoise
AK126278 /// CUL4A	red
ATP6V0E2	black
DHRS13	yellow
SLC2A13	greenyellow
FLT1	blue
PIWIL4	turquoise
CSTF3	turquoise
WDR47	turquoise
IPO7	turquoise
AC092620.2	red
TNFSF8	salmon
PPRC1	blue
ZNF827	brown
PUS1	turquoise
LOC100287166 /// LOC101930064	black
RPL31	turquoise
STX16	turquoise
NUP50-AS1	green
PSIP1	turquoise
PRKCD	black
MGST1	yellow
MFGE8	salmon
CKLF	green
HSPA9	turquoise
CAMLG	brown
THEM6	black
TMIGD2	red
ACD	blue
MMACHC	turquoise
ACSS2	magenta
GJB4	pink
LOC100128325	tan
SEPT5-GP1BB	tan
CREG1	blue
TNFAIP8L1	blue
CDRT15	tan
SLC25A13	greenyellow
IFNGR1	grey
PYCARDOS	pink
SBDS /// SBDSP1	turquoise
RHBG	pink
ISY1-RAB43 /// RAB43	turquoise
PYCARD	grey
RP11-998D10.7	tan
ATP13A2	green
DEFB118	pink
LGR6	grey
MIER1	turquoise
NHP2	turquoise
RNF39	pink
RPL29P7 /// RPL29P7	turquoise
ZNF137P	red
FLJ31306	lightcyan
SLC44A1	yellow
PAN2	grey
HIP1	blue
COX16 /// SYNJ2BP-COX16	turquoise
CTB-31O20.2	lightcyan
DHX29	turquoise
TMEM9B	turquoise
MAPK8	brown
JSRP1	tan
HYPK	pink
ASAP2	yellow
MAP7D1	blue
PRSS37	pink
ZHX1	turquoise
MILR1	blue
SLC30A5	turquoise
PPIL3	turquoise
PNISR	lightcyan
INPP1	green
LOC100129461	pink
DLGAP1-AS2	yellow
FAM8A1	greenyellow
RP11-320H14.1	brown
TAF13	turquoise
EXOC3L4	brown
MCTP2	yellow
BCL10	turquoise
TGFBR1	grey
GMCL1	turquoise
FAM199X	turquoise
LOC286071	magenta
GSTP1	grey
WEE1	grey
STAM	turquoise
DLC1	brown
MIB1	turquoise
SERTAD4	yellow
C1orf109	turquoise
CHEK1	turquoise
DOCK10	blue
TMEM97	turquoise
LILRB4	blue
EDEM3	greenyellow
SNRPN /// SNURF	blue
CLDN5	blue
F2R	blue
SLAIN1	grey
NR4A1	yellow
TOR3A	turquoise
HAMP	grey
ZNF542P	blue
AF007147	grey
DROSHA	turquoise
CCT5	turquoise
CPOX	midnightblue
CCDC113	yellow
LINS	turquoise
RRM2B	turquoise
CHMP1B	turquoise
LOC93622	turquoise
MGLL	red
TRAPPC2 /// TRAPPC2P1	turquoise
SERPINB6	brown
CXorf24	magenta
ZP2	black
MAP4K2	grey
CASP10	green
TIE1	blue
NIP7	turquoise
ZNF581	grey
RPL38	lightcyan
DENND6A	turquoise
ABHD12	black
PRSS1 /// PRSS2	black
LIMD2	blue
ZDHHC6	brown
MINK1	black
C21orf33	turquoise
ECT2	turquoise
SKP2	turquoise
RASSF10	grey
ERAP1	turquoise
MRPL11	turquoise
OLFML1	blue
FAM171A1	yellow
EHBP1	grey
NTRK2	red
SPRED3	tan
LMBR1L	brown
MCOLN3	pink
LYSMD3	turquoise
PCYOX1L	brown
HIP1R	brown
GSKIP	yellow
EID1	blue
RP11-480A16.1	greenyellow
SNRPB	turquoise
AP3S2 /// C15orf38-AP3S2	magenta
ATP2B4	blue
BZW2	yellow
MED30	turquoise
RCN2	yellow
DGCR6 /// DGCR6L	brown
HNF1A	brown
CSNK2A1 /// NFE2L2	grey
LINC01133	magenta
TMEM87B	greenyellow
SCAMP5	brown
MOCS3	turquoise
IGH /// IGHE /// IGHE /// IGHE	pink
SRPRB	turquoise
FLOT2	blue
SLAMF6	pink
ZNHIT6	turquoise
TAF1L	pink
MICA	midnightblue
RHOBTB3	yellow
GSTM5	pink
COQ2	yellow
GPANK1	brown
PRKCI	turquoise
PIP4K2A	purple
SSBP3	black
PLAA	turquoise
IRAK1BP1	grey
C15orf48	yellow
FAM111B	turquoise
ID2	greenyellow
TCF7L2	yellow
LOC100101148 /// LOC541473	pink
SLC35A3	greenyellow
MRPS7	turquoise
CLDN14	green
ISL2	grey
MYOT	blue
MNAT1	turquoise
CNTD2	pink
C20orf196	brown
TBC1D10B	black
STAG3L2 /// STAG3L3 /// TRIM73	lightcyan
BCKDHB	turquoise
DSN1	turquoise
TNFAIP8L2	purple
CCDC146	pink
HID1	brown
DES	blue
FAM205CP /// FAM205CP	pink
LOC102723620	pink
TMEM61	yellow
RASL11A	tan
CTD-2292M16.8	lightcyan
ARPC4	turquoise
ABCC5	yellow
PPIH	turquoise
ZNF747 /// ZNF768	turquoise
PFAS	turquoise
ZFAND2B	black
CETP	blue
KBTBD7	turquoise
KTN1	yellow
RNF20	yellow
MRPL22	turquoise
PEX7	turquoise
GRIP2	pink
NEMF	turquoise
M6PR /// PHC1	turquoise
EIF5A2	turquoise
XAB2	grey60
LINC00342	red
LOC100128653	pink
CLCC1	turquoise
PNRC2	turquoise
GPR39	turquoise
ZMYM1	grey
MSRA	brown
CLCN3	yellow
KLF7	brown
CARM1	grey60
SNRPE	yellow
FADD	turquoise
MOGS	brown
GLOD5	brown
GNPDA2	blue
FLNC	green
MRPL18	turquoise
CISD3	magenta
CKMT1A /// CKMT1B	turquoise
SAMD8	blue
LOC102725263 /// LOC389906	red
UFM1	turquoise
NBN	blue
MFSD5	yellow
GAB2	blue
LAMTOR3	turquoise
PTEN /// PTENP1	blue
MPC2	magenta
LOC286149 /// MIR3150A /// MIR3150B	pink
WASF1	blue
PTPLAD2	purple
TMEM106C	magenta
PARPBP	turquoise
AX746823	red
RUSC1-AS1	red
CRY1	turquoise
TRIP4	turquoise
RP1-58B11.1	pink
SLC27A3	blue
TAB2	turquoise
ACYP2 /// LOC101927144	turquoise
SIGMAR1	brown
SP5	grey
GLIDR /// LOC728903	lightcyan
HAPLN2	pink
GMDS	grey
SMCO4	brown
VPS51	black
ORMDL2	green
KRT20	turquoise
RP11-515O17.3	pink
SERTAD4-AS1	grey
EXOSC9	turquoise
UBA5	midnightblue
HSPH1	blue
ARL8B	turquoise
SAC3D1	grey
DLD	turquoise
YBEY	grey
ARHGAP11A	turquoise
VASP	green
FLJ38717	red
BC017398 /// CTD-2314B22.3 /// DQ786293 /// DUXAP10 /// LL22NC03-N64E9.1	red
JKAMP	turquoise
SLC25A5	brown
ZNF14	blue
CHRM3-AS2	purple
CCPG1 /// DYX1C1-CCPG1	turquoise
LYPLAL1	brown
BYSL	blue
KIAA1468	turquoise
NFAT5	grey
GOLGA8A /// GOLGA8B /// LOC101930583	red
SDSL	greenyellow
TNFRSF10D	blue
BANF1	turquoise
CXCR1	blue
CDC123	turquoise
IZUMO2	pink
B4GALT4	greenyellow
FTSJ1	blue
PDZRN3	blue
XPNPEP1	brown
CCDC144CP	red
RPS10P2 /// RPS10P2	turquoise
PPAP2C	grey60
EXT2	brown
GS1-164F24.1	turquoise
CYTH4	blue
ADAM12	blue
ARFGEF1	turquoise
TMEM198	brown
PRB4	pink
TMEM109	blue
HMBS	turquoise
FKBP14	blue
PDHA1	turquoise
ZBTB48	brown
RAB3B	blue
PCYT2	black
EPS15	turquoise
PRLH	pink
CTC-527H23.4	pink
PPM1M	blue
BLOC1S1	black
SMARCAD1	turquoise
TBRG4	lightcyan
MIR4746 /// UBXN6	brown
TMEM68	turquoise
BLOC1S2	turquoise
FOXO3 /// FOXO3B	green
CROCCP2	brown
LYSMD4	brown
TTC19	magenta
DBI	turquoise
ZFYVE1	brown
EIF2AK4	yellow
SPTY2D1	turquoise
QRSL1	yellow
ATXN10	turquoise
C19orf84	pink
PFDN2	turquoise
NRBP1	midnightblue
TRIM6	brown
FKBP7	blue
GALNT7	grey
ARF3	yellow
ARHGAP5-AS1	pink
FAM200B	magenta
SC5D	tan
KIF12	black
ANP32A	turquoise
CDS1	brown
TTC30B	turquoise
COX5A	greenyellow
MST1R	green
CCL16	grey
MIR6824 /// SLC26A6	yellow
DMTN	yellow
PARD6B	tan
CFHR4	pink
TMSB4Y	grey
HOXC10	brown
SMIM14	yellow
PRPF19	turquoise
CCDC86	turquoise
CCDC84	red
ARHGEF19	grey
CMAS	greenyellow
GAS7	blue
UEVLD	turquoise
DUSP21	pink
PLD1	brown
SORCS2	blue
MAZ	black
PAXIP1-AS1	lightcyan
GPX1	blue
SNORA68	pink
BMP4	grey
TPBG	yellow
RP11-436D10.3	tan
SPINK2	turquoise
EVPL	grey60
FBXO32	grey
LOC101927933 /// LRRC8C	blue
PARP1	turquoise
RAB11FIP5	yellow
MRPL9	turquoise
SCN1B	blue
AMZ2P1	turquoise
DDOST	turquoise
LOC399491	red
ND2	black
LOC102724985 /// PDXDC1 /// PDXDC2P	red
PLXND1	blue
METTL25	grey
PPP2CB	tan
PHF5A	turquoise
TNS1	blue
SPRR4	pink
ERG	blue
HMGB1P4 /// HMGB1P4	turquoise
MRPL15	turquoise
CCDC91	lightcyan
GEMIN2	turquoise
CHMP2B	turquoise
FAM20A	blue
LINC00621	turquoise
FAM103A1	turquoise
RALY-AS1	grey
SCAMP1	turquoise
DDX39A	turquoise
FAM64A	turquoise
GPI	turquoise
RHBDL1	black
LOC101929668	pink
SOX21	pink
LOC101930306 /// RRN3 /// RRN3P1 /// RRN3P2	pink
ACTN4	grey60
ZNF415	yellow
MCM7	turquoise
PCYOX1	brown
DZIP1	blue
AKR1C1	brown
ARL4A	black
ADAT1	grey
CD80	blue
TRIM3	black
PITPNA	brown
NCK1-AS1	turquoise
LOC100289473	tan
LYRM7	turquoise
MRPL24	turquoise
BIRC6	turquoise
SCML1	turquoise
RAP1B	turquoise
ERO1LB	brown
ZFAND6	lightcyan
AY940074	red
CTD-2165H16.3	magenta
HS3ST1	green
TSTA3	turquoise
PLA2G12A	magenta
SLC6A6	brown
FASTKD1	turquoise
MAGEF1	yellow
NDUFV2	turquoise
ACAA2	magenta
CYP2W1	tan
DHX40	turquoise
MAPK3	black
REEP1	blue
VDAC3	turquoise
PLK1	grey
CBFA2T3	yellow
CALM1	grey
ZNF331	blue
ITM2B	brown
LINC00525	red
LL22NC03-N27C7.1 /// ZNF70	turquoise
LRRC8E	green
LOC101929787	red
CCDC105	tan
HAPLN3	blue
SAP18	turquoise
ATP2B1	yellow
CIRH1A /// HAS3	pink
TBL1X	yellow
LOC100288570	brown
ARHGEF16	grey60
QTRT1	turquoise
BTBD10	green
HTRA3	blue
CDIPT	brown
MGAT3	brown
PLGRKT	greenyellow
URB2	turquoise
TAF5	turquoise
MECR	turquoise
KIAA1279	turquoise
PEX3	midnightblue
NDUFS1	greenyellow
LOC102724250 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF19 /// NBPF26	red
CD163L1	salmon
STRA13	turquoise
ZSCAN16	brown
RP11-158G18.1	red
MCM2	turquoise
CCNJ	midnightblue
AC009120.6	turquoise
ZFP36L1	brown
GOLGA4	brown
TMEM33	turquoise
TIMD4	purple
HES1	yellow
ACTG1P4 /// AMY2B /// RNPC3	lightcyan
ITGAE	brown
HIPK3	turquoise
MED4	midnightblue
ST6GAL2	yellow
LOC400748	pink
IER3IP1	turquoise
PCLO	magenta
RP11-686D22.8	green
ERBB2IP	greenyellow
NUDT12	greenyellow
NCAPD3	turquoise
LAMTOR4	turquoise
FCRL4	purple
NRAS	turquoise
MCAT	yellow
ZFX /// ZFY	turquoise
MTPN	turquoise
TRPS1	blue
GPCPD1	turquoise
NABP2	black
CYP4V2	brown
NUDCD2	turquoise
LMCD1	blue
MFSD6	turquoise
AMPD1	blue
ERBB2	black
ALG8	turquoise
SHPK	brown
VAMP3	turquoise
TRIM17	tan
SPAST	midnightblue
RP4-581F12.1	turquoise
MBTD1	grey
LOC100133445 /// LOC115110	magenta
MGST2	magenta
ASAP1-IT1	red
LETMD1	brown
PSMA5	turquoise
PXN	green
KIF22	turquoise
CAP1	green
RBM38	turquoise
XPA	turquoise
ITGB4	grey60
RP11-1094M14.11	turquoise
TMEM99	turquoise
IQCD	green
NUP85	turquoise
HCG4	brown
LOC101928443	pink
PSMA2	midnightblue
ZNF793	grey
WBP4	midnightblue
ATG4C	turquoise
SOX13	black
HSD17B3	black
ITGA1	blue
FKBP9	yellow
NME1-NME2 /// NME2	blue
MCM4	turquoise
DCDC2	green
KANK3	grey
EEA1	turquoise
CALCOCO1	black
GSG2	grey
ZNF143	blue
METAP2	turquoise
NPIPA1	red
TRIM68	yellow
MED10	blue
HLA-DOB	purple
RAB33B	blue
SCD5	red
CTD-2553C6.1	tan
PWAR6	purple
GTF2H2 /// GTF2H2B	yellow
SRP19	turquoise
IFFO1	purple
SH3D19	tan
Igk	salmon
ASB3 /// GPR75-ASB3	blue
GMFB	turquoise
